,SOC,datetime
0,22.85263987391647,2023-04-01 11:00:00
1,24.66509062253743,2023-04-01 11:30:00
2,27.580772261623324,2023-04-01 12:00:00
3,21.94641449960599,2023-04-01 12:30:00
4,33.4909377462569,2023-04-01 13:00:00
5,32.89992119779354,2023-04-01 13:30:00
6,37.35224586288416,2023-04-01 14:00:00
7,26.122931442080375,2023-04-01 14:30:00
8,29.905437352245865,2023-04-01 15:00:00
9,29.7478329393223,2023-04-01 15:30:00
10,62.49014972419227,2023-04-01 16:00:00
11,33.56973995271868,2023-04-01 16:30:00
12,28.88100866824271,2023-04-01 17:00:00
13,29.905437352245865,2023-04-01 17:30:00
14,35.1457840819543,2023-04-01 18:00:00
15,34.79117415287628,2023-04-01 18:30:00
16,35.46099290780142,2023-04-01 19:00:00
17,39.40110323089046,2023-04-01 19:30:00
18,33.64854215918046,2023-04-01 20:00:00
19,40.58313632781718,2023-04-01 20:30:00
20,35.9338061465721,2023-04-01 21:00:00
21,25.886524822695034,2023-04-01 21:30:00
22,24.940898345153663,2023-04-01 22:00:00
23,29.708431836091414,2023-04-01 22:30:00
24,27.580772261623324,2023-04-01 23:00:00
25,17.13947990543735,2023-04-01 23:30:00
26,17.84869976359338,2023-04-02 00:00:00
27,22.22222222222222,2023-04-02 00:30:00
28,23.91646966115051,2023-04-02 01:00:00
29,19.976359338061464,2023-04-02 01:30:00
30,26.122931442080375,2023-04-02 02:00:00
31,23.5618597320725,2023-04-02 02:30:00
32,9.25925925925926,2023-04-02 03:00:00
33,9.141055949566587,2023-04-02 03:30:00
34,11.229314420803782,2023-04-02 04:00:00
35,17.336485421591803,2023-04-02 04:30:00
36,13.790386130811662,2023-04-02 05:00:00
37,19.70055161544523,2023-04-02 05:30:00
38,27.97478329393223,2023-04-02 06:00:00
39,23.364854215918044,2023-04-02 06:30:00
40,23.522458628841605,2023-04-02 07:00:00
41,15.602836879432623,2023-04-02 07:30:00
42,30.890464933018126,2023-04-02 08:00:00
43,11.544523246650906,2023-04-02 08:30:00
44,10.677698975571316,2023-04-02 09:00:00
45,18.360914105594954,2023-04-02 09:30:00
46,14.814814814814815,2023-04-02 10:00:00
47,15.760441292356186,2023-04-02 10:30:00
48,17.336485421591803,2023-04-02 11:00:00
49,12.608353033884947,2023-04-02 11:30:00
50,18.00630417651694,2023-04-02 12:00:00
51,14.972419227738376,2023-04-02 12:30:00
52,14.184397163120567,2023-04-02 13:00:00
53,12.490149724192277,2023-04-02 13:30:00
54,8.747044917257682,2023-04-02 14:00:00
55,15.36643026004728,2023-04-02 14:30:00
56,11.03230890464933,2023-04-02 15:00:00
57,9.850275807722616,2023-04-02 15:30:00
58,7.880220646178093,2023-04-02 16:00:00
59,2.639873916469661,2023-04-02 16:30:00
60,0.0,2023-04-02 17:00:00
61,1.1820330969267139,2023-04-02 17:30:00
62,0.6698187549251379,2023-04-02 18:00:00
63,5.397951142631993,2023-04-02 18:30:00
64,8.156028368794326,2023-04-02 19:00:00
65,10.520094562647754,2023-04-02 19:30:00
66,7.407407407407407,2023-04-02 20:00:00
67,4.846335697399527,2023-04-02 20:30:00
68,3.2308904649330175,2023-04-02 21:00:00
69,9.495665878644601,2023-04-02 21:30:00
70,5.200945626477541,2023-04-02 22:00:00
71,1.6548463356973995,2023-04-02 22:30:00
72,4.018912529550827,2023-04-02 23:00:00
73,4.412923561859732,2023-04-02 23:30:00
74,2.6792750197005515,2023-04-03 00:00:00
75,2.56107171000788,2023-04-03 00:30:00
76,0.0,2023-04-03 01:00:00
77,0.0,2023-04-03 01:30:00
78,3.38849487785658,2023-04-03 02:00:00
79,1.260835303388495,2023-04-03 02:30:00
80,7.013396375098503,2023-04-03 03:00:00
81,9.33806146572104,2023-04-03 03:30:00
82,2.6792750197005515,2023-04-03 04:00:00
83,7.880220646178093,2023-04-03 04:30:00
84,4.925137903861308,2023-04-03 05:00:00
85,2.797478329393223,2023-04-03 05:30:00
86,2.127659574468085,2023-04-03 06:00:00
87,3.7037037037037037,2023-04-03 06:30:00
88,4.925137903861308,2023-04-03 07:00:00
89,5.08274231678487,2023-04-03 07:30:00
90,1.4184397163120566,2023-04-03 08:00:00
91,2.52167060677699,2023-04-03 08:30:00
92,4.649330181245075,2023-04-03 09:00:00
93,5.634357762017336,2023-04-03 09:30:00
94,6.6981875492513785,2023-04-03 10:00:00
95,3.7037037037037037,2023-04-03 10:30:00
96,5.555555555555555,2023-04-03 11:00:00
97,8.353033884948779,2023-04-03 11:30:00
98,10.323089046493301,2023-04-03 12:00:00
99,11.82033096926714,2023-04-03 12:30:00
100,15.011820330969266,2023-04-03 13:00:00
101,5.04334121355398,2023-04-03 13:30:00
102,9.850275807722616,2023-04-03 14:00:00
103,20.21276595744681,2023-04-03 14:30:00
104,15.642237982663517,2023-04-03 15:00:00
105,12.8053585500394,2023-04-03 15:30:00
106,25.49251379038613,2023-04-03 16:00:00
107,13.199369582348305,2023-04-03 16:30:00
108,14.814814814814815,2023-04-03 17:00:00
109,20.48857368006304,2023-04-03 17:30:00
110,19.30654058313633,2023-04-03 18:00:00
111,28.486997635933804,2023-04-03 18:30:00
112,18.282111899133174,2023-04-03 19:00:00
113,17.73049645390071,2023-04-03 19:30:00
114,17.336485421591803,2023-04-03 20:00:00
115,15.248226950354612,2023-04-03 20:30:00
116,24.62568951930654,2023-04-03 21:00:00
117,14.854215918045707,2023-04-03 21:30:00
118,16.9424743892829,2023-04-03 22:00:00
119,16.9424743892829,2023-04-03 22:30:00
120,19.030732860520093,2023-04-03 23:00:00
121,17.336485421591803,2023-04-03 23:30:00
122,18.43971631205674,2023-04-04 00:00:00
123,18.51851851851852,2023-04-04 00:30:00
124,19.30654058313633,2023-04-04 01:00:00
125,19.70055161544523,2023-04-04 01:30:00
126,20.094562647754135,2023-04-04 02:00:00
127,28.0929866036249,2023-04-04 02:30:00
128,30.41765169424744,2023-04-04 03:00:00
129,23.522458628841605,2023-04-04 03:30:00
130,18.242710795902283,2023-04-04 04:00:00
131,22.458628841607563,2023-04-04 04:30:00
132,26.516942474389282,2023-04-04 05:00:00
133,23.443656422379824,2023-04-04 05:30:00
134,29.432624113475175,2023-04-04 06:00:00
135,22.97084318360914,2023-04-04 06:30:00
136,28.368794326241133,2023-04-04 07:00:00
137,19.030732860520093,2023-04-04 07:30:00
138,26.004728132387704,2023-04-04 08:00:00
139,29.787234042553187,2023-04-04 08:30:00
140,24.152876280535853,2023-04-04 09:00:00
141,19.936958234830573,2023-04-04 09:30:00
142,23.522458628841605,2023-04-04 10:00:00
143,24.034672970843182,2023-04-04 10:30:00
144,27.580772261623324,2023-04-04 11:00:00
145,35.85500394011032,2023-04-04 11:30:00
146,31.796690307328603,2023-04-04 12:00:00
147,28.250591016548462,2023-04-04 12:30:00
148,42.23798266351458,2023-04-04 13:00:00
149,39.12529550827423,2023-04-04 13:30:00
150,37.076438140267925,2023-04-04 14:00:00
151,35.89440504334121,2023-04-04 14:30:00
152,39.6769109535067,2023-04-04 15:00:00
153,34.94877856579984,2023-04-04 15:30:00
154,35.342789598108745,2023-04-04 16:00:00
155,18.124507486209612,2023-04-04 16:30:00
156,17.257683215130022,2023-04-04 17:00:00
157,28.684003152088255,2023-04-04 17:30:00
158,18.00630417651694,2023-04-04 18:00:00
159,23.71946414499606,2023-04-04 18:30:00
160,15.721040189125295,2023-04-04 19:00:00
161,30.378250591016542,2023-04-04 19:30:00
162,13.317572892040975,2023-04-04 20:00:00
163,26.674546887312843,2023-04-04 20:30:00
164,26.98975571315997,2023-04-04 21:00:00
165,27.30496453900709,2023-04-04 21:30:00
166,30.65405831363278,2023-04-04 22:00:00
167,30.41765169424744,2023-04-04 22:30:00
168,22.26162332545311,2023-04-04 23:00:00
169,12.568951930654057,2023-04-04 23:30:00
170,13.47517730496454,2023-04-05 00:00:00
171,12.962962962962962,2023-04-05 00:30:00
172,12.884160756501183,2023-04-05 01:00:00
173,14.105594956658784,2023-04-05 01:30:00
174,21.35539795114263,2023-04-05 02:00:00
175,10.441292356185972,2023-04-05 02:30:00
176,26.8321513002364,2023-04-05 03:00:00
177,18.242710795902283,2023-04-05 03:30:00
178,23.995271867612292,2023-04-05 04:00:00
179,24.192277383766744,2023-04-05 04:30:00
180,23.522458628841605,2023-04-05 05:00:00
181,23.522458628841605,2023-04-05 05:30:00
182,15.839243498817968,2023-04-05 06:00:00
183,13.55397951142632,2023-04-05 06:30:00
184,17.454688731284474,2023-04-05 07:00:00
185,11.82033096926714,2023-04-05 07:30:00
186,11.82033096926714,2023-04-05 08:00:00
187,11.82033096926714,2023-04-05 08:30:00
188,11.11111111111111,2023-04-05 09:00:00
189,11.03230890464933,2023-04-05 09:30:00
190,10.24428684003152,2023-04-05 10:00:00
191,10.12608353033885,2023-04-05 10:30:00
192,9.456264775413711,2023-04-05 11:00:00
193,10.24428684003152,2023-04-05 11:30:00
194,9.850275807722616,2023-04-05 12:00:00
195,8.668242710795901,2023-04-05 12:30:00
196,7.959022852639873,2023-04-05 13:00:00
197,7.880220646178093,2023-04-05 13:30:00
198,10.638297872340425,2023-04-05 14:00:00
199,11.702127659574467,2023-04-05 14:30:00
200,6.304176516942474,2023-04-05 15:00:00
201,5.516154452324665,2023-04-05 15:30:00
202,5.516154452324665,2023-04-05 16:00:00
203,5.12214342001576,2023-04-05 16:30:00
204,4.7281323877068555,2023-04-05 17:00:00
205,4.334121355397951,2023-04-05 17:30:00
206,14.42080378250591,2023-04-05 18:00:00
207,2.3640661938534278,2023-04-05 18:30:00
